,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,lat,long
6727,520 SESSINGHAM CT,9/30/22,"$480,418.00 ",480418,205.8346187,2334,1997,34.0646882,-84.1871311
6728,70 OLD IVY RD NE # 17,2/18/22,"$465,000.00 ",465000,288.4615385,1612,1969,33.85480278,-84.3805989
6729,1095 COLEMAN PLACE DR,9/30/22,"$1,146,655.00 ",1146655,312.6104144,3668,2021,34.0073018,-84.3899112
6730,314 THIRD ST NE # #2,9/30/22,"$170,000.00 ",170000,390.8045977,435,1965,38.9072329,-77.0020301
6731,3111 LONE OAK AVE SW,9/30/22,"$140,000.00 ",140000,130.2325581,1075,1957,33.6698223,-84.3948488
6732,32 PEACHTREE ST NW 1706,9/30/22,"$223,000.00 ",223000,220.5736894,1011,1920,33.754733,-84.3898915
6733,518 ERIN AVE SW,9/30/22,"$332,500.00 ",332500,309.3023256,1075,1940,33.7195166,-84.4045242
6734,3304 WHEELER ST,9/30/22,"$350,000.00 ",350000,218.6133666,1601,1945,33.6637999,-84.4038523
6735,956 WASHINGTON PL SW,9/30/22,"$538,000.00 ",538000,275.332651,1954,1930,33.7533702,-84.4188463
6736,1723 SOUTH ALVARADO TER,9/30/22,"$250,000.00 ",250000,188.9644747,1323,1971,33.7301031,-84.4443221
6737,210 WIND FLOWER CT,9/30/22,"$665,000.00 ",665000,169.8161389,3916,2005,34.0883433,-84.2032293
6738,1228 WHITSHIRE WAY # 1228,9/30/22,"$280,000.00 ",280000,231.0231023,1212,1997,34.1015614,-84.2664525
6739,402 GETTYSBURG PL,9/30/22,"$230,000.00 ",230000,209.0909091,1100,1985,33.990042,-84.3358239
6740,4650 DIPTERA LN,9/30/22,"$630,000.00 ",630000,157.8156313,3992,2021,33.631723,-84.698046
6741,8234 CHAMPION TRL,9/30/22,"$356,659.00 ",356659,116.937377,3050,2005,33.5323734,-84.5863444
6742,2217 JENNY DR LOT 151,9/30/22,"$364,000.00 ",364000,153.4569983,2372,2016,33.5401917,-84.5254511
6743,6510 CAPITOL KNOLL,9/30/22,"$260,000.00 ",260000,178.3264746,1458,2005,33.5774555,-84.5725023
6744,135 BLACKTOP DR,9/30/22,"$342,750.00 ",342750,136.7717478,2506,2006,33.590625,-84.577948
6745,4714 MASON RD,9/30/22,"$267,000.00 ",267000,183.3791209,1456,2005,33.6277343,-84.5451323
6746,10745 AVIAN DR,9/30/22,"$600,000.00 ",600000,249.2729539,2407,1995,34.0388109,-84.2250597
6747,830 WINDING BRIDGE WAY,9/30/22,"$712,000.00 ",712000,207.5801749,3430,1995,34.037768,-84.1693551
6748,6851 ROSWELL RD NE # Q 17,9/30/22,"$270,000.00 ",270000,183.7985024,1469,1964,33.9418431,-84.3717681
6749,6112 SANTA FE PKY,9/30/22,"$251,250.00 ",251250,199.4047619,1260,1991,33.9640359,-84.3690103
6750,235 MARK TRL NE,9/30/22,"$568,469.00 ",568469,196.2945442,2896,1975,33.9440215,-84.3805504
6751,70 OLD IVY RD NE # 19,5/31/22,"$485,000.00 ",485000,325.9408602,1488,1969,33.85480278,-84.3805989
6752,1080 PEACHTREE ST NE UNIT 1702,9/30/22,"$769,900.00 ",769900,555.4834055,1386,2008,33.783839,-84.3838658
6753,943 PEACHTREE ST NE # 1109,9/30/22,"$275,000.00 ",275000,411.6766467,668,2002,33.7804915,-84.3835658
6754,923 PEACHTREE ST NE 1829,9/30/22,"$274,900.00 ",274900,411.5269461,668,2003,33.780409,-84.3834589
6755,235 HELMSLEY DR,9/30/22,"$1,475,000.00 ",1475000,292.3686819,5045,1989,33.8929729,-84.3915376
6756,2855 ARDEN RD NW,9/30/22,"$4,000,000.00 ",4000000,507.9365079,7875,2012,33.8325986,-84.4078486
6757,1150 COLLIER RD NW 02 I,9/30/22,"$155,000.00 ",155000,287.037037,540,1971,33.8100708,-84.4240963
6758,1201 OLD HAMMOND CHASE,9/30/22,"$265,000.00 ",265000,189.6921976,1397,1984,33.9616,-84.355054
6759,604 WOODCLIFF DR NE,9/30/22,"$275,515.00 ",275515,188.3219412,1463,1982,33.977755,-84.3555281
6760,8925 HUNTCLIFF LAKE CT,9/30/22,"$1,075,000.00 ",1075000,278.2091097,3864,1970,33.9980099,-84.365069
6761,2073 MANCHESTER ST NE,9/30/22,"$764,500.00 ",764500,405.7855626,1884,2015,33.8112601,-84.3631148
6762,70 OLD IVY RD NE # 8,9/23/22,"$438,000.00 ",438000,321.1143695,1364,1969,33.85480278,-84.3805989
6763,411 SASSAFRAS RD,9/30/22,"$525,000.00 ",525000,246.9426152,2126,1977,33.9957945,-84.2877244
6764,346 SOUTH ESPLANADE,9/30/22,"$2,500,000.00 ",2500000,441.5400918,5662,2017,34.0705534,-84.2797479
6765,8565 HAVEN WOOD TRL,9/30/22,"$745,000.00 ",745000,249.0805751,2991,1986,33.9885985,-84.2832417
6766,9780 ROD RD,9/30/22,"$825,000.00 ",825000,245.9749553,3354,1994,34.0171699,-84.2687632
6767,898 OAK ST # 1108,9/30/22,"$220,000.00 ",220000,212.5603865,1035,2006,33.7394152,-84.4173293
6768,2935 AKRON ST,9/30/22,"$379,900.00 ",379900,213.1874299,1782,1949,33.6749244,-84.4241603
6769,2267 NEWNAN ST,9/30/22,"$320,000.00 ",320000,236.1623616,1355,1925,33.6931538,-84.43473
6770,2613 SEMMES ST,9/30/22,"$330,000.00 ",330000,245.1708767,1346,1950,33.6839204,-84.447751
6771,385 SIMPSON TER NW,9/30/22,"$320,000.00 ",320000,292.2374429,1095,1956,33.765625,-84.4470085
6772,930 TYRONE PL,9/30/22,"$614,000.00 ",614000,241.162608,2546,1990,34.076966,-84.3738163
6773,6770 TELL RD,9/30/22,"$400,000.00 ",400000,160.2564103,2496,1977,33.5731594,-84.6079782
6774,275 BUCKINGHAM LN,9/30/22,"$435,000.00 ",435000,150.3109883,2894,2007,33.5640667,-84.6090338
6775,2055 SHORTLEAF RD,9/30/22,"$353,500.00 ",353500,188.3324454,1877,2016,33.5386514,-84.571248
6776,3085 RAVEN TRC,9/30/22,"$340,000.00 ",340000,123.3671988,2756,2007,33.5770984,-84.5768137
6777,4720 HUNTLEY DR NE,9/29/22,"$935,000.00 ",935000,456.5429688,2048,1961,33.8833103,-84.3772973
6778,5306 SANTA FE PKY,9/29/22,"$220,000.00 ",220000,203.1394275,1083,1991,33.9640952,-84.3692526
6779,4282 ROSWELL RD N4,9/29/22,"$215,000.00 ",215000,234.204793,918,1965,33.8720034,-84.3823418
6780,5 IVY GATES NE,9/29/22,"$417,700.00 ",417700,263.0352645,1588,1972,33.857521,-84.379981
6781,204 CAMDEN RD NE,9/29/22,"$1,445,000.00 ",1445000,485.5510753,2976,1935,33.809295,-84.3873388
6782,20 TENTH ST LOT 1004,9/29/22,"$580,000.00 ",580000,321.3296399,1805,2007,33.7812881,-84.388199
6783,2107 LILLY WAY,9/29/22,"$649,000.00 ",649000,308.460076,2104,2015,33.8130393,-84.4257907
6784,13 BASSETT HALL PL NW,9/29/22,"$360,000.00 ",360000,272.7272727,1320,1979,33.8227189,-84.4424779
6785,351 CONCORD ST,9/29/22,"$895,936.00 ",895936,300.2466488,2984,2021,34.0704198,-84.2851006
6786,335 CHICHESTER CT,9/29/22,"$550,000.00 ",550000,223.7591538,2458,1997,34.0668036,-84.1896454
6787,692 MYRTLE ST NE,9/29/22,"$1,225,000.00 ",1225000,295.1807229,4150,1920,33.7734969,-84.3805299
6788,245 AMAL DR 2012,9/29/22,"$159,000.00 ",159000,183.6027714,866,2003,33.7068998,-84.3957129
6789,1161 MAYLAND CIR SW,9/29/22,"$453,000.00 ",453000,408.4761046,1109,1930,33.7232144,-84.4061441
6790,1196 SIMS ST SW,9/29/22,"$340,000.00 ",340000,367.965368,924,1930,33.7223447,-84.4030136
6791,2762 PALM DR,9/29/22,"$340,000.00 ",340000,228.956229,1485,1960,33.6797407,-84.4193798
6792,1524 DARTMOUTH RD,9/29/22,"$1,525,000.00 ",1525000,313.7860082,4860,2003,34.1711005,-84.3119003
6793,2402 QUEEN ANNE CT,9/29/22,"$250,000.00 ",250000,208.3333333,1200,1984,34.0082612,-84.3369177
6794,145 EMBERWOOD LN,9/29/22,"$305,000.00 ",305000,168.3222958,1812,2004,33.5922452,-84.6373462
6795,3248 CASCADE PARC BLVD,9/29/22,"$300,000.00 ",300000,173.0103806,1734,2019,33.6988325,-84.496288
6796,700 PIEDMONT AVE NE # 4,6/27/22,"$558,000.00 ",558000,207.5892857,2688,2005,33.77382949,-84.38225098
6797,943 PEACHTREE ST NE 1506,9/29/22,"$509,000.00 ",509000,403.968254,1260,2002,33.780409,-84.3834589
6798,2099 BOHLER RD NW,9/29/22,"$620,000.00 ",620000,246.031746,2520,1976,33.8147155,-84.4274463
6799,810 GREENVINE TRC,9/29/22,"$472,500.00 ",472500,261.3384956,1808,1977,34.0144711,-84.318662
6800,6570 SMOKE RIDGE DR,9/29/22,"$265,500.00 ",265500,115.4347826,2300,1992,33.5744266,-84.4952034
6801,1970 THOMASVILLE DR SE,9/29/22,"$299,000.00 ",299000,306.0388946,977,1966,33.697986,-84.3589081
6802,785 PONCE DE LEON PL NE,9/29/22,"$225,000.00 ",225000,400.3558719,562,1930,33.7760254,-84.3632131
6803,701 KENNEDY ST NW,9/30/22,"$235,000.00 ",235000,145.151328,1619,1920,33.76840224,-84.41038431
6804,705 NORTH WIND TER,6/13/22,"$825,000.00 ",825000,287.456446,2870,1995,34.08509251,-84.36806172
6805,4717 BRICE DR,9/29/22,"$135,000.00 ",135000,98.82869693,1366,1962,33.5888907,-84.5425111
6806,4701 FLAT SHOALS RD 25 A,9/29/22,"$83,900.00 ",83900,111.8666667,750,1972,33.5855194,-84.5404171
6807,5005 PITTMAN RD,9/29/22,"$182,000.00 ",182000,125.0,1456,1961,33.6429477,-84.5835244
6808,120 OCEE VIEW CT,9/29/22,"$450,000.00 ",450000,205.2919708,2192,1988,34.0608161,-84.2208605
6809,800 HEDGEGATE CT,9/29/22,"$2,649,000.00 ",2649000,335.1467611,7904,2001,34.0485331,-84.3974439
6810,30 GOULDING PL,9/29/22,"$945,000.00 ",945000,364.3022359,2594,2004,34.0268733,-84.3624404
6811,395 ROBIN CT,9/29/22,"$579,500.00 ",579500,240.956341,2405,1975,34.0471312,-84.3501586
6812,878 PEACHTREE ST NE # 632,9/29/22,"$375,000.00 ",375000,392.2594142,956,1951,33.7788037,-84.3850081
6813,788 WEST MARIETTA ST NW UNIT 1102,9/29/22,"$997,984.00 ",997984,557.5329609,1790,2020,33.7798962,-84.4134852
6814,3463 NAPOLEON ST,9/29/22,"$560,000.00 ",560000,286.2985685,1956,2017,33.6610554,-84.4571583
6815,3099 JONES ST,9/29/22,"$181,000.00 ",181000,207.0938215,874,1930,33.6709128,-84.4489859
6816,540 GROVSNER TER,9/29/22,"$500,000.00 ",500000,228.9377289,2184,1989,34.0892541,-84.199612
6817,1650 EVERSEDGE DR,9/29/22,"$1,350,000.00 ",1350000,248.6187845,5430,2002,34.1007847,-84.3138734
6818,435 N VALLEY CREEK CT,9/29/22,"$1,150,000.00 ",1150000,285.4306279,4029,2013,34.1566272,-84.3103587
6819,2872 WEBB BRIDGE RD,9/29/22,"$240,000.00 ",240000,190.4761905,1260,1983,34.076086,-84.2754695
6820,7472 PARKLAND BEND,9/29/22,"$335,000.00 ",335000,160.1338432,2092,2007,33.5872959,-84.6267575
6821,8210 MAYFERN DR,9/29/22,"$318,000.00 ",318000,154.6692607,2056,2003,33.5316744,-84.567319
6822,3970 DEMOONEY RD,9/29/22,"$700,000.00 ",700000,148.5253554,4713,2010,33.6471913,-84.6048792
6823,840 HIGHMEADE DR,9/29/22,"$680,000.00 ",680000,330.2574065,2059,1994,34.0651137,-84.2431705
6824,702 SOUTH RIVER FARM DR,9/29/22,"$460,000.00 ",460000,208.9959109,2201,1998,34.006121,-84.215681
6825,235 LEASINGWORTH WAY,9/29/22,"$375,000.00 ",375000,189.3939394,1980,1994,34.0247011,-84.335902
6826,9755 LA VIEW CIR,9/29/22,"$343,000.00 ",343000,177.7202073,1930,1968,34.018805,-84.3378743
6827,708 BELT LOOP LOT 2,9/2/22,"$959,900.00 ",959900,414.4645941,2316,2020,33.73173619,-84.36075402
6828,6851 ROSWELL RD D 10,9/29/22,"$275,000.00 ",275000,168.9189189,1628,1964,33.9416795,-84.3726524
6829,2291 ADAMS DR NW,9/29/22,"$550,000.00 ",550000,246.4157706,2232,2004,33.8181647,-84.4544245
6830,1962 GRANDVIEW AVE NW,9/29/22,"$425,000.00 ",425000,313.8847858,1354,1920,33.8091433,-84.4731489
6831,3420 COLLIER DR NW,9/29/22,"$195,000.00 ",195000,187.5,1040,1968,33.7686991,-84.4996904
6832,6377 SELBORN DR,9/29/22,"$370,000.00 ",370000,132.4740422,2793,2005,33.685749,-84.596456
6833,6828 PRELUDE DR,9/29/22,"$378,000.00 ",378000,369.5014663,1023,2020,33.9397508,-84.3632705
6834,302 GRANVILLE CT,9/29/22,"$252,000.00 ",252000,244.1860465,1032,1989,33.931074,-84.3605259
6835,549 ROCK SPRINGS RD NE,9/29/22,"$775,000.00 ",775000,478.3950617,1620,1930,33.8051981,-84.3695223
6836,1113 MORELAND DR SE,9/29/22,"$338,000.00 ",338000,302.8673835,1116,1938,33.7087945,-84.3524488
6837,1035 BLUE RIDGE AVE NE,9/29/22,"$1,065,000.00 ",1065000,344.6601942,3090,2000,33.7721691,-84.353505
6838,2782 WATERS RD SE,9/29/22,"$199,000.00 ",199000,259.1145833,768,1940,33.6792053,-84.3901986
6839,7250 WEBER ST,9/16/22,"$456,000.00 ",456000,143.7125749,3173,2002,33.65862618,-84.62291836
6840,375 BROOKS AVE SW,9/29/22,"$355,000.00 ",355000,308.1597222,1152,1955,33.7455079,-84.4590842
6841,8365 BOHANNON RD,9/29/22,"$250,000.00 ",250000,155.3760099,1609,1940,33.5296566,-84.587891
6842,430 LINDBERGH DR NE # K 1,9/28/22,"$238,000.00 ",238000,200.3367003,1188,1957,33.8219015,-84.3734181
6843,3316 WEST SHADOWLAWN AVE,9/28/22,"$1,390,000.00 ",1390000,359.5447491,3866,2016,33.8458518,-84.3763922
6844,1100 PIEDMONT AVE NE 4,9/28/22,"$172,500.00 ",172500,331.7307692,520,1960,33.7849015,-84.3790049
6845,1050 PIEDMONT AVE 2,9/28/22,"$248,000.00 ",248000,459.2592593,540,1984,33.7832994,-84.3800479
6846,101 ARDMORE PL NW 1,9/28/22,"$180,000.00 ",180000,216.8674699,830,1954,33.8043846,-84.3969737
6847,211 COLONIAL HOMES DR NW # 2106,9/28/22,"$453,143.00 ",453143,291.2230077,1556,1997,33.8144898,-84.3941498
6848,5735 RIVERWOOD DR NW,9/28/22,"$892,434.00 ",892434,323.8149492,2756,1967,33.9261778,-84.3983465
6849,530 SADDLE CREEK CIR,9/28/22,"$795,000.00 ",795000,179.9456768,4418,1978,34.0651891,-84.3464613
6850,1530 HAWKINS COVE TRL,9/28/22,"$565,000.00 ",565000,167.8550208,3366,1995,34.0565837,-84.3444482
6851,6455 GREY FOX WAY,9/28/22,"$265,000.00 ",265000,140.9574468,1880,2006,33.5810573,-84.4641987
6852,2002 PHILLIPS DR SE,9/28/22,"$329,900.00 ",329900,177.3655914,1860,1962,33.6991772,-84.3535271
6853,260 MORTON MANOR CT,9/28/22,"$960,000.00 ",960000,189.4238358,5068,2000,34.0368235,-84.1989334
6854,1836 DEVON DR,9/28/22,"$210,000.00 ",210000,158.1325301,1328,2005,33.7069388,-84.4831093
6855,5489 CASCADE RDG,9/28/22,"$317,572.00 ",317572,176.037694,1804,2019,33.7272249,-84.5678759
6856,411 POMONA CIR SW,9/28/22,"$200,000.00 ",200000,108.577633,1842,1945,33.6879753,-84.4030877
6857,675 FERRIS ST SW,9/28/22,"$500,000.00 ",500000,408.496732,1224,1960,33.7367534,-84.4541876
6858,1000 GRAYSTONE CROSSING,9/28/22,"$575,000.00 ",575000,213.5958395,2692,1994,34.0945638,-84.2194607
6859,5525 VICARAGE WALK,9/28/22,"$590,000.00 ",590000,213.3044107,2766,1994,34.086792,-84.1978179
6860,7465 STONEYKIRK CLOSE,9/28/22,"$799,000.00 ",799000,191.0569106,4182,1986,33.9646531,-84.2938104
6861,15 PINE CANYON DR SW,9/28/22,"$195,000.00 ",195000,120.0,1625,1978,33.6768403,-84.4871036
6862,3525 CREIGHTON RD SW,9/28/22,"$358,000.00 ",358000,178.1094527,2010,1960,33.700247,-84.504818
6863,2090 FAIRBURN RD SW,9/28/22,"$305,000.00 ",305000,217.8571429,1400,1940,33.6973825,-84.5095608
6864,4598 BAKERS FERRY RD SW,9/28/22,"$225,000.00 ",225000,159.5744681,1410,1963,33.7489058,-84.5380575
6865,1196 SHERIDAN RD NE,9/28/22,"$715,000.00 ",715000,298.1651376,2398,1954,33.8207296,-84.3486386
6866,955 JUNIPER ST # 2231,9/28/22,"$285,000.00 ",285000,350.1228501,814,1996,33.7805621,-84.3818848
6867,2597 RIDGEMORE RD NW,9/28/22,"$645,000.00 ",645000,410.044501,1573,1954,33.8260529,-84.4468239
6868,3030 LIBERTY PKWY,9/28/22,"$354,900.00 ",354900,263.2789318,1348,2010,33.8158413,-84.4384739
6869,596 LINWOOD AVE NE,9/28/22,"$1,561,000.00 ",1561000,625.1501802,2497,1930,33.7705086,-84.3574294
6870,808 GREENWOOD AVE NE # 108,9/28/22,"$237,500.00 ",237500,403.2258065,589,1960,33.7770515,-84.3609161
6871,363 MILLEDGE AVE SE,9/28/22,"$680,000.00 ",680000,406.6985646,1672,1920,33.7386512,-84.3756948
6872,9484 LAKEVIEW RD,9/28/22,"$265,000.00 ",265000,168.0405834,1577,2005,33.603595,-84.56965
6873,10840 SOUTH KIMBALL BRIDGE CRS,9/28/22,"$585,000.00 ",585000,223.6238532,2616,1994,34.0463108,-84.2444463
6874,1790 FOREST POND LN,9/28/22,"$978,000.00 ",978000,336.8928694,2903,1986,34.0660937,-84.414319
6875,215 PIEDMONT AVE NE 1509,9/28/22,"$189,000.00 ",189000,185.2941176,1020,1963,33.7606574,-84.3820517
6876,2500 BAXTER RD SW,9/28/22,"$255,000.00 ",255000,166.4490862,1532,1952,33.686425,-84.4128617
6877,1466 STOKES AVE SW,9/28/22,"$420,000.00 ",420000,218.2952183,1924,1930,33.740643,-84.4358777
6878,210 CHICAMAUGA AVE SW,9/28/22,"$310,000.00 ",310000,304.2198234,1019,1940,33.7494348,-84.4319343
6879,2132 PENROSE DR,9/28/22,"$245,000.00 ",245000,218.75,1120,1945,33.6968118,-84.4540086
6880,1923 BEECHER RD SW,9/28/22,"$245,000.00 ",245000,204.5075125,1198,1950,33.7338495,-84.4509168
6881,1049 PINE GROVE DR,9/28/22,"$510,000.00 ",510000,271.5654952,1878,1985,34.082645,-84.2909731
6882,940 CATAMARAN CT,9/28/22,"$545,000.00 ",545000,254.4351074,2142,2020,34.0823768,-84.2596887
6883,509 GETTYSBURG PL,9/28/22,"$235,000.00 ",235000,213.6363636,1100,1985,33.990042,-84.3358239
6884,10692 SERENBE LN,9/28/22,"$1,379,000.00 ",1379000,486.9350282,2832,2014,33.516363,-84.7343945
6885,6441 ABERCORN ST,9/28/22,"$128,000.00 ",128000,100.0,1280,1982,33.5833748,-84.5373101
6886,4644 RAVENWOOD LP,9/28/22,"$270,000.00 ",270000,157.8024547,1711,2003,33.5968121,-84.5722564
6887,4995 BUCKEYE PL,9/28/22,"$290,000.00 ",290000,192.8191489,1504,2010,33.625223,-84.5465023
6888,805 VILLAGE LN,9/28/22,"$475,000.00 ",475000,304.0973111,1562,2001,34.059332,-84.3972435
6889,301 RIVER GLEN DR,9/28/22,"$555,500.00 ",555500,275.8192651,2014,1984,34.0061265,-84.3585481
6890,5655 COLTON DR,9/28/22,"$660,000.00 ",660000,412.5,1600,1959,33.9093708,-84.3683134
6891,77 KARLAND DR NW,9/28/22,"$825,000.00 ",825000,337.9762392,2441,1945,33.850141,-84.3850229
6892,255 SPRINGDALE DR NE,9/28/22,"$675,000.00 ",675000,451.2032086,1496,1942,33.8215649,-84.3791344
6893,923 PEACHTREE ST # 1725,9/28/22,"$270,000.00 ",270000,358.0901857,754,2003,33.9333553,-84.2231875
6894,9910 LAKE FOREST WAY,9/28/22,"$354,000.00 ",354000,138.9324961,2548,1981,34.0222406,-84.3013759
6895,391 PRATT DR UNIT 709,9/28/22,"$530,000.00 ",530000,355.227882,1492,2020,33.7248797,-84.3749952
6896,1195 MILTON TER SE # 1409,9/28/22,"$265,000.00 ",265000,387.9941435,683,2006,33.722899,-84.380252
6897,20 MARIETTA ST NW,9/28/22,"$140,000.00 ",140000,237.2881356,590,1995,33.7546387,-84.3906296
6898,828 WELCH ST SW,9/28/22,"$423,098.00 ",423098,246.7043732,1715,1920,33.7323624,-84.4044583
6899,3281 WHEELER ST,9/28/22,"$215,000.00 ",215000,132.3891626,1624,1945,33.6644699,-84.4042564
6900,2119 PENELOPE ST NW,9/28/22,"$333,000.00 ",333000,294.1696113,1132,1951,33.7536137,-84.4549665
6901,2100 KENSLEY DR,9/28/22,"$750,000.00 ",750000,259.1568763,2894,2018,34.0990903,-84.2788827
6902,7613 ABSINTH DR,9/28/22,"$312,000.00 ",312000,151.7509728,2056,2012,33.6733485,-84.6424601
6903,7295 WEBER ST,2/17/22,"$445,000.00 ",445000,132.6774001,3354,2002,33.65862618,-84.62291836
6904,2209 EDISON AVE NE,9/27/22,"$717,000.00 ",717000,456.1068702,1572,1925,33.8151436,-84.3852685
6905,242 TWELFTH ST NE # 14,9/27/22,"$195,000.00 ",195000,476.7726161,409,1923,33.7845927,-84.3793907
6906,5638 RIVER OAKS PL A4,9/27/22,"$550,000.00 ",550000,236.9668246,2321,1983,33.9096018,-84.4199835
6907,6185 KIMBERLY MILL RD,9/27/22,"$214,900.00 ",214900,179.6822742,1196,1982,33.5854049,-84.4881198
6908,2685 WEST RD,9/27/22,"$278,400.00 ",278400,227.8232406,1222,1987,33.5535738,-84.4773983
6909,3426 NEWGOLD TRC,9/27/22,"$271,500.00 ",271500,148.19869,1832,2004,33.5983501,-84.5693476
6910,240 WESTBURY LN,9/27/22,"$540,000.00 ",540000,188.8111888,2860,1999,34.0592729,-84.200619
6911,501 WOODHOLLOW DR,9/27/22,"$719,000.00 ",719000,328.6106033,2188,2019,34.0306044,-84.3578348
6912,801 ADAIR AVE NE,9/27/22,"$1,785,000.00 ",1785000,974.8771163,1831,1930,33.7797302,-84.3610761
6913,3014 DOGWOOD DR,9/27/22,"$309,900.00 ",309900,259.3305439,1195,1950,33.6724415,-84.4081769
6914,1994 DETROIT AVE NW,9/27/22,"$225,000.00 ",225000,195.3125,1152,1964,33.7668435,-84.4520957
6915,9 EDWIN PL NW,9/27/22,"$415,000.00 ",415000,292.6657264,1418,2003,33.7769656,-84.4481363
6916,1138 SEVENTH ST NW,9/27/22,"$145,000.00 ",145000,137.1807001,1057,1945,33.7861602,-84.4737223
6917,13440 HIPWORTH RD,9/27/22,"$2,000,000.00 ",2000000,332.3363244,6018,2013,34.1092504,-84.327786
6918,255 WINDING RIVER DR NE UNIT B,9/27/22,"$240,000.00 ",240000,220.1834862,1090,1970,33.996894,-84.3483003
6919,6165 CAMPBELLTON REDWINE RD,9/27/22,"$140,000.00 ",140000,113.6363636,1232,1950,33.5890046,-84.7593629
6920,6003 PROVIDENCE DR,9/27/22,"$222,470.00 ",222470,81.01602331,2746,2008,33.5710305,-84.5186163
6921,3326 SEQUOIA AVE,9/27/22,"$470,000.00 ",470000,151.6129032,3100,2003,33.6645447,-84.5862249
6922,2921 LENOX RD NE 307,9/27/22,"$251,000.00 ",251000,274.3169399,915,1987,33.8343279,-84.3565068
6923,703 DUNWOODY SPRINGS DR,9/27/22,"$215,000.00 ",215000,179.1666667,1200,1985,33.921966,-84.354055
6924,3800 IVY LN NE,9/27/22,"$1,550,000.00 ",1550000,460.2137767,3368,1953,33.8591029,-84.3645761
6925,4111 MC CLATCHEY CIR NE,9/27/22,"$896,000.00 ",896000,344.8806774,2598,1963,33.8711448,-84.3694223
6926,565 HIGHBROOK DR,9/27/22,"$649,000.00 ",649000,370.0114025,1754,1956,33.8882785,-84.3687024
6927,4755 ROSWELL RD,9/27/22,"$559,000.00 ",559000,366.7979003,1524,2017,33.884533,-84.3804361
6928,199 FOURTEENTH ST NE # 1808,9/27/22,"$365,000.00 ",365000,362.4627607,1007,1992,33.7861784,-84.3808379
6929,191 FOURTEENTH ST NE # #2004,9/27/22,"$294,000.00 ",294000,392.0,750,1992,33.7863093,-84.3808228
6930,100 MARSH GLEN PT,9/27/22,"$652,378.00 ",652378,166.5079122,3918,1976,33.9429411,-84.3974249
6931,6049 HEARDS DR,9/27/22,"$1,580,000.00 ",1580000,334.674857,4721,1989,33.9201479,-84.4205081
6932,989 TENNYSON DR NW,9/27/22,"$680,000.00 ",680000,467.6753783,1454,1957,33.818518,-84.4213018
6933,1873 LIBERTY PKWY,9/27/22,"$375,000.00 ",375000,282.8054299,1326,2007,33.8158863,-84.4386989
6934,261 HIGHLAND LAKE TRC,9/27/22,"$470,000.00 ",470000,162.9680999,2884,1998,33.6441542,-84.5524192
6935,855 PEACHTREE ST NE UNIT 3209,9/27/22,"$465,000.00 ",465000,501.0775862,928,2008,33.7777998,-84.383904
6936,250 PARK WEST AVE # 706,9/27/22,"$440,000.00 ",440000,262.2169249,1678,2002,33.7616716,-84.3950864
6937,1808 LANIER DR SW,9/9/22,"$535,000.00 ",535000,630.8962264,848,1920,33.7056047,-84.4254215
6938,1464 MOZLEY PL SW,9/27/22,"$455,000.00 ",455000,419.7416974,1084,1940,33.7509352,-84.4352981
6939,2230 FAIRFAX DR,9/27/22,"$720,000.00 ",720000,244.1505595,2949,1990,34.0767414,-84.3226694
6940,403 NATCHEZ TRC,9/27/22,"$244,000.00 ",244000,221.415608,1102,1982,33.9900493,-84.3377173
6941,7377 ST PETER WAY,9/27/22,"$319,000.00 ",319000,205.5412371,1552,2016,33.5783422,-84.6248972
6942,10640 OXFORD MILL CIR,9/27/22,"$767,500.00 ",767500,218.5364465,3512,1993,34.0299248,-84.2390549
6943,152 WILLOW STREAM CT,9/27/22,"$244,000.00 ",244000,198.3739837,1230,1993,34.0331509,-84.3318066
6944,475 MOUNT VERNON HWY # 202 A,9/27/22,"$110,000.00 ",110000,157.1428571,700,1983,33.9136902,-84.4030877
6945,199 TWELFTH ST NE # 7,9/27/22,"$724,000.00 ",724000,437.9915306,1653,2003,33.7840447,-84.3807831
6946,2581 HOOD AVE NW,9/27/22,"$274,900.00 ",274900,440.5448718,624,1944,33.7711802,-84.4705186
6947,4063 LAKE MANOR WAY,9/27/22,"$385,500.00 ",385500,157.9270791,2441,2015,33.6506139,-84.5269906
6948,3549 KINGSBORO RD NE,9/27/22,"$632,000.00 ",632000,435.261708,1452,1950,33.850856,-84.3534039
6949,9325 STONEY RIDGE LN,9/27/22,"$760,000.00 ",760000,211.4635504,3594,1997,34.0066704,-84.2607724
6950,6321 POLAR FOX CT,9/27/22,"$336,300.00 ",336300,103.0330882,3264,2005,33.5823099,-84.4629399
6951,1473 FULTON AVE,9/27/22,"$225,000.00 ",225000,196.6783217,1144,1920,33.6811728,-84.4371646
